mode,pop_n,pct_backfill,category,slice_name,horizon,n,missing_horizon,baseline_mean,baseline_median,slice_mean,slice_median,slice_stddev,delta_mean,status
ALL,5094,87.3,time_of_day,Morning (9:30-11:00),120,153,0,200.20,175.25,15.20,17.50,166.74,-185.00,OK
ALL,5094,87.3,time_of_day,Morning (9:30-11:00),240,153,0,71.57,33.00,17.42,24.75,151.10,-54.15,OK
ALL,5094,87.3,time_of_day,Afternoon (13:30-16:00),15,90,0,255.89,220.50,122.63,63.75,144.12,-133.27,OK
ALL,5094,87.3,time_of_day,Afternoon (13:30-16:00),30,90,0,251.41,214.75,127.31,65.38,152.69,-124.11,OK
ALL,5094,87.3,time_of_day,Afternoon (13:30-16:00),60,90,0,239.65,203.25,125.64,81.13,148.67,-114.02,OK
ALL,5094,87.3,time_of_day,Afternoon (13:30-16:00),120,90,0,200.20,175.25,108.61,108.38,124.81,-91.59,OK
ALL,5094,87.3,time_of_day,Afternoon (13:30-16:00),240,90,0,71.57,33.00,50.95,36.13,83.80,-20.62,OK
ALL,5094,87.3,velocity,Fast,15,404,0,255.89,220.50,54.64,44.00,96.55,-201.26,OK
ALL,5094,87.3,velocity,Fast,30,404,0,251.41,214.75,63.33,52.25,122.52,-188.08,OK
ALL,5094,87.3,velocity,Fast,60,404,0,239.65,203.25,73.37,61.13,161.08,-166.29,OK
ALL,5094,87.3,velocity,Fast,120,404,0,200.20,175.25,85.91,76.50,196.65,-114.28,OK
ALL,5094,87.3,velocity,Fast,240,404,0,71.57,33.00,96.67,71.50,239.25,25.11,OK
ALL,5094,87.3,velocity,Unknown,15,3998,0,255.89,220.50,309.63,271.00,228.17,53.73,OK
ALL,5094,87.3,velocity,Unknown,30,3998,0,251.41,214.75,302.58,264.25,223.89,51.17,OK
ALL,5094,87.3,velocity,Unknown,60,3998,0,239.65,203.25,285.95,246.75,219.48,46.30,OK
ALL,5094,87.3,velocity,Unknown,120,3998,0,200.20,175.25,233.86,206.63,193.17,33.67,OK
ALL,5094,87.3,velocity,Unknown,240,3998,0,71.57,33.00,70.13,31.75,111.67,-1.43,OK
ALL,5094,87.3,velocity,Slow,15,359,0,255.89,220.50,70.00,55.75,82.34,-185.89,OK
ALL,5094,87.3,velocity,Slow,30,359,0,251.41,214.75,74.93,63.25,91.78,-176.48,OK
ALL,5094,87.3,velocity,Slow,60,359,0,239.65,203.25,80.26,73.25,109.48,-159.40,OK
ALL,5094,87.3,velocity,Slow,120,358,1,200.20,175.25,94.02,76.13,147.46,-106.17,OK
ALL,5094,87.3,velocity,Slow,240,358,1,71.57,33.00,89.08,74.75,149.89,17.52,OK
ALL,5094,87.3,velocity,Medium,15,333,0,255.89,220.50,55.37,49.50,73.53,-200.52,OK
ALL,5094,87.3,velocity,Medium,30,333,0,251.41,214.75,55.51,48.00,95.38,-195.91,OK
ALL,5094,87.3,velocity,Medium,60,333,0,239.65,203.25,57.42,54.50,117.76,-182.23,OK
ALL,5094,87.3,velocity,Medium,120,333,0,200.20,175.25,48.80,46.00,149.98,-151.40,OK
ALL,5094,87.3,velocity,Medium,240,333,0,71.57,33.00,39.46,42.25,173.76,-32.10,OK
ALL,5094,87.3,a_level,NEITHER,15,5094,0,255.89,220.50,255.89,220.50,230.15,0.00,OK
ALL,5094,87.3,a_level,NEITHER,30,5094,0,251.41,214.75,251.41,214.75,226.45,0.00,OK
ALL,5094,87.3,a_level,NEITHER,60,5094,0,239.65,203.25,239.65,203.25,222.36,0.00,OK
ALL,5094,87.3,a_level,NEITHER,120,5093,1,200.20,175.25,200.20,175.25,198.89,0.00,OK
ALL,5094,87.3,a_level,NEITHER,240,5093,1,71.57,33.00,71.57,33.00,134.18,0.00,OK
REAL_ONLY,648,0.0,setup_type,VWAP_MAGNET_SHORT,15,21,0,53.41,47.50,45.57,32.50,47.36,-7.84,OK
REAL_ONLY,648,0.0,setup_type,VWAP_MAGNET_SHORT,30,21,0,54.79,48.25,43.86,17.50,78.36,-10.93,OK
REAL_ONLY,648,0.0,setup_type,VWAP_MAGNET_SHORT,60,21,0,59.89,50.63,12.92,-2.50,95.00,-46.98,OK
REAL_ONLY,648,0.0,setup_type,VWAP_MAGNET_SHORT,120,21,0,68.17,58.75,46.30,-9.25,190.78,-21.87,OK
REAL_ONLY,648,0.0,setup_type,VWAP_MAGNET_SHORT,240,21,0,62.87,50.50,-28.44,-24.00,164.19,-91.31,OK
REAL_ONLY,648,0.0,setup_type,3M_VAL_FADE_SHORT_OVERNIGHT,15,3,0,53.41,47.50,32.08,22.75,16.82,-21.32,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,3M_VAL_FADE_SHORT_OVERNIGHT,30,3,0,54.79,48.25,10.00,3.25,16.45,-44.79,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,3M_VAL_FADE_SHORT_OVERNIGHT,60,3,0,59.89,50.63,23.83,34.75,52.73,-36.06,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,3M_VAL_FADE_SHORT_OVERNIGHT,120,3,0,68.17,58.75,-23.58,-56.50,66.31,-91.75,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,3M_VAL_FADE_SHORT_OVERNIGHT,240,3,0,62.87,50.50,-11.50,-8.25,89.67,-74.37,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_FADE_LONG,15,16,0,53.41,47.50,74.20,52.13,65.84,20.80,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_FADE_LONG,30,16,0,54.79,48.25,83.02,48.00,98.44,28.23,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_FADE_LONG,60,16,0,59.89,50.63,76.91,34.50,97.53,17.01,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_FADE_LONG,120,15,1,68.17,58.75,7.77,62.50,181.54,-60.40,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_FADE_LONG,240,15,1,62.87,50.50,24.07,46.50,128.21,-38.80,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_BEARISH,15,90,0,53.41,47.50,67.78,64.13,90.80,14.37,OK
REAL_ONLY,648,0.0,setup_type,IB_BEARISH,30,90,0,54.79,48.25,60.79,43.88,135.63,6.00,OK
REAL_ONLY,648,0.0,setup_type,IB_BEARISH,60,90,0,59.89,50.63,57.30,46.50,160.76,-2.59,OK
REAL_ONLY,648,0.0,setup_type,IB_BEARISH,120,90,0,68.17,58.75,25.76,-0.38,184.17,-42.40,OK
REAL_ONLY,648,0.0,setup_type,IB_BEARISH,240,90,0,62.87,50.50,-6.11,-9.50,186.52,-68.98,OK
REAL_ONLY,648,0.0,setup_type,C_PAIRED_SHORT,15,7,0,53.41,47.50,110.71,110.25,82.22,57.31,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,C_PAIRED_SHORT,30,7,0,54.79,48.25,99.18,127.75,74.25,44.39,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,C_PAIRED_SHORT,60,7,0,59.89,50.63,103.89,100.50,81.07,44.00,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,C_PAIRED_SHORT,120,7,0,68.17,58.75,97.18,63.00,74.84,29.01,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,C_PAIRED_SHORT,240,7,0,62.87,50.50,75.32,49.50,135.11,12.45,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,VWAP_RECLAIM_SHORT,15,1,0,53.41,47.50,83.50,83.50,undefined,30.09,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,VWAP_RECLAIM_SHORT,30,1,0,54.79,48.25,92.75,92.75,undefined,37.96,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,VWAP_RECLAIM_SHORT,60,1,0,59.89,50.63,119.00,119.00,undefined,59.11,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,VWAP_RECLAIM_SHORT,120,1,0,68.17,58.75,114.25,114.25,undefined,46.08,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,VWAP_RECLAIM_SHORT,240,1,0,62.87,50.50,70.75,70.75,undefined,7.88,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_HIGH_FADE_LONG,15,4,0,53.41,47.50,47.81,43.25,34.13,-5.59,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_HIGH_FADE_LONG,30,4,0,54.79,48.25,82.88,119.38,93.66,28.09,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_HIGH_FADE_LONG,60,4,0,59.89,50.63,101.88,100.38,122.80,41.98,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_HIGH_FADE_LONG,120,4,0,68.17,58.75,210.00,216.63,124.06,141.83,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_HIGH_FADE_LONG,240,4,0,62.87,50.50,206.75,126.50,170.02,143.88,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_POC_FADE_SHORT,15,13,0,53.41,47.50,45.21,43.00,23.11,-8.20,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_POC_FADE_SHORT,30,13,0,54.79,48.25,56.42,64.25,58.60,1.63,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_POC_FADE_SHORT,60,13,0,59.89,50.63,41.98,36.25,80.17,-17.91,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_POC_FADE_SHORT,120,13,0,68.17,58.75,17.69,28.25,74.16,-50.47,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_POC_FADE_SHORT,240,13,0,62.87,50.50,30.94,69.75,141.50,-31.93,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_MAGNET_SHORT,15,44,0,53.41,47.50,38.40,29.00,70.83,-15.00,OK
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_MAGNET_SHORT,30,44,0,54.79,48.25,36.68,20.25,80.32,-18.11,OK
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_MAGNET_SHORT,60,44,0,59.89,50.63,10.99,0.63,77.87,-48.90,OK
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_MAGNET_SHORT,120,44,0,68.17,58.75,-16.17,-34.75,96.37,-84.34,OK
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_MAGNET_SHORT,240,44,0,62.87,50.50,-101.47,-112.38,113.50,-164.34,OK
REAL_ONLY,648,0.0,setup_type,PD_VAH_FADE_SHORT,15,12,0,53.41,47.50,51.10,59.50,32.22,-2.30,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_VAH_FADE_SHORT,30,12,0,54.79,48.25,21.83,45.13,86.65,-32.96,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_VAH_FADE_SHORT,60,12,0,59.89,50.63,34.90,34.25,87.64,-25.00,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_VAH_FADE_SHORT,120,12,0,68.17,58.75,42.35,57.00,81.41,-25.81,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_VAH_FADE_SHORT,240,12,0,62.87,50.50,61.02,45.13,108.54,-1.85,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_LOW_FADE_LONG,15,12,0,53.41,47.50,107.23,103.13,92.72,53.82,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_LOW_FADE_LONG,30,12,0,54.79,48.25,103.19,109.00,96.83,48.40,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_LOW_FADE_LONG,60,12,0,59.89,50.63,131.17,137.00,138.70,71.27,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_LOW_FADE_LONG,120,12,0,68.17,58.75,120.02,118.75,111.29,51.86,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_LOW_FADE_LONG,240,12,0,62.87,50.50,77.60,33.50,167.40,14.74,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OPEN_DRIVE_LONG,15,2,0,53.41,47.50,157.13,157.13,53.92,103.72,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OPEN_DRIVE_LONG,30,2,0,54.79,48.25,182.38,182.38,64.52,127.59,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OPEN_DRIVE_LONG,60,2,0,59.89,50.63,194.63,194.63,79.73,134.73,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OPEN_DRIVE_LONG,120,2,0,68.17,58.75,248.25,248.25,67.18,180.08,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OPEN_DRIVE_LONG,240,2,0,62.87,50.50,132.50,132.50,40.66,69.63,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_VAH_FADE_LONG,15,3,0,53.41,47.50,34.50,47.50,65.97,-18.91,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_VAH_FADE_LONG,30,3,0,54.79,48.25,53.25,60.00,30.69,-1.54,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_VAH_FADE_LONG,60,3,0,59.89,50.63,13.50,55.25,81.35,-46.39,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_VAH_FADE_LONG,120,3,0,68.17,58.75,17.00,65.75,88.80,-51.17,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_VAH_FADE_LONG,240,3,0,62.87,50.50,-50.25,-73.50,122.29,-113.12,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,5D_OR_MID_FADE_LONG,15,4,0,53.41,47.50,140.56,143.50,89.95,87.16,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,5D_OR_MID_FADE_LONG,30,4,0,54.79,48.25,114.94,92.75,76.69,60.15,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,5D_OR_MID_FADE_LONG,60,4,0,59.89,50.63,113.88,73.13,90.18,53.98,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,5D_OR_MID_FADE_LONG,120,4,0,68.17,58.75,83.13,119.50,123.98,14.96,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,5D_OR_MID_FADE_LONG,240,4,0,62.87,50.50,191.94,199.75,101.31,129.07,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,TRT_LONG,15,1,0,53.41,47.50,80.75,80.75,undefined,27.34,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,TRT_LONG,30,1,0,54.79,48.25,126.50,126.50,undefined,71.71,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,TRT_LONG,60,1,0,59.89,50.63,146.50,146.50,undefined,86.61,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,TRT_LONG,120,1,0,68.17,58.75,156.00,156.00,undefined,87.83,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,TRT_LONG,240,1,0,62.87,50.50,160.00,160.00,undefined,97.13,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STOP_SWEEP_LONG,15,19,0,53.41,47.50,10.76,32.25,93.12,-42.64,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STOP_SWEEP_LONG,30,19,0,54.79,48.25,-24.87,3.50,128.29,-79.66,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STOP_SWEEP_LONG,60,19,0,59.89,50.63,7.24,-25.00,213.43,-52.66,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STOP_SWEEP_LONG,120,19,0,68.17,58.75,-24.16,27.25,197.28,-92.32,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STOP_SWEEP_LONG,240,19,0,62.87,50.50,-29.51,-75.75,196.91,-92.38,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_VAL_FADE_LONG,15,9,0,53.41,47.50,55.89,61.00,26.26,2.48,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_VAL_FADE_LONG,30,9,0,54.79,48.25,72.89,68.50,39.30,18.10,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_VAL_FADE_LONG,60,9,0,59.89,50.63,110.42,88.00,108.86,50.52,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_VAL_FADE_LONG,120,9,0,68.17,58.75,85.17,64.75,57.34,17.00,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_VAL_FADE_LONG,240,9,0,62.87,50.50,62.47,62.00,103.37,-0.40,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,VALUE_AREA_RESPONSIVE_LONG,15,4,0,53.41,47.50,84.50,63.50,105.62,31.09,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,VALUE_AREA_RESPONSIVE_LONG,30,4,0,54.79,48.25,129.44,151.75,156.26,74.65,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,VALUE_AREA_RESPONSIVE_LONG,60,4,0,59.89,50.63,4.75,15.00,124.91,-55.14,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,VALUE_AREA_RESPONSIVE_LONG,120,4,0,68.17,58.75,-293.31,-351.88,272.02,-361.48,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,VALUE_AREA_RESPONSIVE_LONG,240,4,0,62.87,50.50,-31.38,-30.75,278.65,-94.24,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_MID_SCALP_FADE_SHORT,15,5,0,53.41,47.50,75.20,66.75,85.57,21.79,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_MID_SCALP_FADE_SHORT,30,5,0,54.79,48.25,26.00,51.25,93.90,-28.79,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_MID_SCALP_FADE_SHORT,60,5,0,59.89,50.63,-3.25,34.50,92.34,-63.14,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_MID_SCALP_FADE_SHORT,120,5,0,68.17,58.75,32.60,15.50,39.30,-35.57,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_MID_SCALP_FADE_SHORT,240,5,0,62.87,50.50,115.10,167.50,103.09,52.23,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_PIVOT_FADE_SHORT,15,2,0,53.41,47.50,34.38,34.38,92.45,-19.03,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_PIVOT_FADE_SHORT,30,2,0,54.79,48.25,43.25,43.25,153.44,-11.54,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_PIVOT_FADE_SHORT,60,2,0,59.89,50.63,98.75,98.75,120.92,38.86,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_PIVOT_FADE_SHORT,120,2,0,68.17,58.75,93.75,93.75,168.29,25.58,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_PIVOT_FADE_SHORT,240,2,0,62.87,50.50,71.25,71.25,362.75,8.38,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_S2_FADE_LONG,15,2,0,53.41,47.50,139.13,139.13,192.51,85.72,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_S2_FADE_LONG,30,2,0,54.79,48.25,189.88,189.88,121.09,135.09,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_S2_FADE_LONG,60,2,0,59.89,50.63,218.38,218.38,224.68,158.48,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_S2_FADE_LONG,120,2,0,68.17,58.75,162.63,162.63,200.29,94.46,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_S2_FADE_LONG,240,2,0,62.87,50.50,81.25,81.25,258.80,18.38,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_LOW_FADE_LONG,15,11,0,53.41,47.50,82.32,54.50,80.42,28.91,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_LOW_FADE_LONG,30,11,0,54.79,48.25,67.48,38.75,108.70,12.69,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_LOW_FADE_LONG,60,11,0,59.89,50.63,62.68,59.50,122.76,2.79,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_LOW_FADE_LONG,120,11,0,68.17,58.75,54.32,51.50,137.10,-13.85,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_LOW_FADE_LONG,240,11,0,62.87,50.50,68.61,48.25,180.65,5.75,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_LOW_FADE_SHORT,15,7,0,53.41,47.50,38.68,42.25,70.62,-14.73,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_LOW_FADE_SHORT,30,7,0,54.79,48.25,17.18,19.00,107.12,-37.61,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_LOW_FADE_SHORT,60,7,0,59.89,50.63,8.93,17.00,128.19,-50.96,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_LOW_FADE_SHORT,120,7,0,68.17,58.75,-30.43,-38.75,131.28,-98.59,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_LOW_FADE_SHORT,240,7,0,62.87,50.50,-7.50,14.50,132.50,-70.37,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,VWAP_MAGNET_LONG,15,48,0,53.41,47.50,22.52,33.00,73.36,-30.89,OK
REAL_ONLY,648,0.0,setup_type,VWAP_MAGNET_LONG,30,48,0,54.79,48.25,45.82,56.00,92.11,-8.97,OK
REAL_ONLY,648,0.0,setup_type,VWAP_MAGNET_LONG,60,48,0,59.89,50.63,94.29,103.75,123.57,34.40,OK
REAL_ONLY,648,0.0,setup_type,VWAP_MAGNET_LONG,120,48,0,68.17,58.75,181.34,228.88,156.80,113.18,OK
REAL_ONLY,648,0.0,setup_type,VWAP_MAGNET_LONG,240,48,0,62.87,50.50,237.39,323.50,196.00,174.52,OK
REAL_ONLY,648,0.0,setup_type,IB_HIGH_FADE_SHORT,15,21,0,53.41,47.50,63.17,52.25,53.86,9.76,OK
REAL_ONLY,648,0.0,setup_type,IB_HIGH_FADE_SHORT,30,21,0,54.79,48.25,58.45,50.25,59.64,3.66,OK
REAL_ONLY,648,0.0,setup_type,IB_HIGH_FADE_SHORT,60,21,0,59.89,50.63,70.71,82.75,69.43,10.82,OK
REAL_ONLY,648,0.0,setup_type,IB_HIGH_FADE_SHORT,120,21,0,68.17,58.75,80.00,84.25,104.00,11.83,OK
REAL_ONLY,648,0.0,setup_type,IB_HIGH_FADE_SHORT,240,21,0,62.87,50.50,66.62,64.75,147.38,3.75,OK
REAL_ONLY,648,0.0,setup_type,PD_VAL_FADE_SHORT,15,1,0,53.41,47.50,240.50,240.50,undefined,187.09,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_VAL_FADE_SHORT,30,1,0,54.79,48.25,124.75,124.75,undefined,69.96,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_VAL_FADE_SHORT,60,1,0,59.89,50.63,47.00,47.00,undefined,-12.89,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_VAL_FADE_SHORT,120,1,0,68.17,58.75,84.75,84.75,undefined,16.58,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_VAL_FADE_SHORT,240,1,0,62.87,50.50,224.25,224.25,undefined,161.38,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_MID_SCALP_FADE_LONG,15,4,0,53.41,47.50,43.56,31.38,111.35,-9.84,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_MID_SCALP_FADE_LONG,30,4,0,54.79,48.25,94.25,75.13,77.77,39.46,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_MID_SCALP_FADE_LONG,60,4,0,59.89,50.63,111.00,113.25,79.65,51.11,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_MID_SCALP_FADE_LONG,120,4,0,68.17,58.75,49.56,35.13,92.98,-18.60,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_MID_SCALP_FADE_LONG,240,4,0,62.87,50.50,-88.50,-153.00,184.55,-151.37,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_MID_FADE_LONG,15,12,0,53.41,47.50,32.75,35.25,83.82,-20.66,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_MID_FADE_LONG,30,12,0,54.79,48.25,40.67,52.13,114.43,-14.12,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_MID_FADE_LONG,60,12,0,59.89,50.63,-12.33,10.75,132.58,-72.23,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_MID_FADE_LONG,120,12,0,68.17,58.75,3.85,43.88,164.92,-64.31,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_MID_FADE_LONG,240,12,0,62.87,50.50,44.67,79.63,161.21,-18.20,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_POC_FADE_LONG,15,11,0,53.41,47.50,53.05,41.00,35.13,-0.36,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_POC_FADE_LONG,30,11,0,54.79,48.25,48.43,39.75,37.17,-6.36,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_POC_FADE_LONG,60,11,0,59.89,50.63,59.43,44.75,47.89,-0.46,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_POC_FADE_LONG,120,11,0,68.17,58.75,63.32,67.00,104.44,-4.85,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_POC_FADE_LONG,240,11,0,62.87,50.50,72.09,63.00,147.67,9.22,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,A_DOWN_WEAK,15,3,0,53.41,47.50,97.42,56.75,74.15,44.01,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,A_DOWN_WEAK,30,3,0,54.79,48.25,63.25,45.75,93.73,8.46,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,A_DOWN_WEAK,60,3,0,59.89,50.63,105.83,71.25,68.29,45.94,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,A_DOWN_WEAK,120,3,0,68.17,58.75,125.42,101.00,59.74,57.25,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,A_DOWN_WEAK,240,3,0,62.87,50.50,231.58,216.00,47.82,168.72,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_HIGH_FADE_LONG,15,8,0,53.41,47.50,-5.72,-3.00,35.14,-59.13,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_HIGH_FADE_LONG,30,8,0,54.79,48.25,-16.75,-23.38,46.69,-71.54,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_HIGH_FADE_LONG,60,8,0,59.89,50.63,-25.22,-32.50,94.45,-85.11,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_HIGH_FADE_LONG,120,8,0,68.17,58.75,25.91,3.63,64.02,-42.26,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_HIGH_FADE_LONG,240,8,0,62.87,50.50,-76.78,-56.00,58.22,-139.65,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_LOW_FADE_LONG,15,2,0,53.41,47.50,-28.38,-28.38,49.67,-81.78,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_LOW_FADE_LONG,30,2,0,54.79,48.25,-0.63,-0.63,56.04,-55.41,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_LOW_FADE_LONG,60,2,0,59.89,50.63,-25.38,-25.38,172.00,-85.27,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_LOW_FADE_LONG,120,2,0,68.17,58.75,121.50,121.50,133.29,53.33,INSUFFICIENT
